canonical_key,full_name,display_name,birth_year,death_year,birth_place_id,death_place_id,race_code,gender,class_code,occupation,home_region_sc_code,enslaved_status,source_density_code,representation_depth_code,erasure_flag,erasure_reason_code,notes
thurston,Thurston,Thurston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2664
tiddiman,Tiddiman,Tiddiman,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3148
tilden,Tilden,Tilden,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2821
tim,Tim,Tim,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2100
titles,Titles,Titles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2634
tom,Tom,Tom,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2315
tom_adams,Tom Adams,Tom Adams,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2309
tom_beattie,Tom Beattie,Tom Beattie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3346
tom_butler,Tom Butler,Tom Butler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1964
tom_butler__erwin_jones,Tom Butler & Erwin Jones,Tom Butler & Erwin Jones,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5013
tom_butler__rowland,Tom Butler & Rowland,Tom Butler & Rowland,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2334
tom_butlers,Tom Butlers,Tom Butlers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3135
tom_earle,Tom Earle,Tom Earle,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3345
tom_janes,Tom Janes,Tom Janes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2829
tom_jones,Tom Jones,Tom Jones,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2448
tom_long,Tom Long,Tom Long,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3343
tom_mcl,Tom McL,Tom McL,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2947
tom_pickens,Tom Pickens,Tom Pickens,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3231
tom_poe,Tom Poe,Tom Poe,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2314
tom_t,Tom T &,Tom T &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2813,4834"
tom_thompson,Tom Thompson &,Tom Thompson &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3014,3387"
tom_thumb,Tom Thumb,Tom Thumb,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2206
tom_thurston,Tom Thurston,Tom Thurston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3015
tomlinson,Tomlinson,Tomlinson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2319
tommy_arthur,Tommy Arthur,Tommy Arthur,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1643
tompson,Tompson,Tompson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1592
townsend,Townsend,Townsend,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3298
towson,Towson,Towson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1939
trappier,Trappier,Trappier,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2714
tre,Tre,Tre,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1692
treasurer,Treasurer,Treasurer,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2415
trenholm,Trenholm,Trenholm,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2223
trescot,Trescot,Trescot,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2225
trescott,Trescott,Trescott,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1701
tresevant,Tresevant,Tresevant,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2852
trimmier,Trimmier,Trimmier,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2359
trimmiers,Trimmiers,Trimmiers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2704
trott,Trott,Trott,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1764
trotter,Trotter,Trotter,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1860
trustees,Trustees,Trustees,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1826
trustees_of,Trustees of,Trustees of,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3791
tu,Tu,Tu,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3031
tues,Tues,Tues,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3849
tugaloo,Tugaloo,Tugaloo,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2770
tully_bolling,Tully Bolling,Tully Bolling,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2434
tulula,Tulula,Tulula,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3006
tupper,Tupper,Tupper,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2388
turnbull,Turnbull,Turnbull,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3401
turner,Turner,Turner,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1900
tuttle,Tuttle,Tuttle,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3257
tutwiler,Tutwiler,Tutwiler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2499
underwood,Underwood,Underwood,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2157
van_buren,Van Buren,Van Buren,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2103
van_wyck,Van Wyck,Van Wyck,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3194
vance__isaac_bryan,Vance & Isaac Bryan,Vance & Isaac Bryan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4729
vance_bryan,Vance Bryan,Vance Bryan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2710
vardry,Vardry,Vardry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1802
verdier,Verdier,Verdier,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2449
vernon,Vernon,Vernon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2246
vest,Vest,Vest,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2270
villepigue,Villepigue,Villepigue,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2163
virgil,Virgil,Virgil,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2632
volunteer,Volunteer,Volunteer,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3075
w,W,W,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4239
w_hayne,W.  Hayne,W.  Hayne,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1865,1899,3831"
w_gilmore_simms,W. Gilmore Simms,W. Gilmore Simms,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2531
w_h_perry,W. H. Perry,W. H. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1549
w_lee,W. Lee,W. Lee,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1588
w_thompson,W. Thompson,W. Thompson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3204
wa_mcdaniel,W.A. McDaniel,W.A. McDaniel,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2699
wc_preston,W.C. Preston,W.C. Preston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2533
wh_perry,W.H. Perry,W.H. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 856
whm_perry,W.H.M. Perry,W.H.M. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 176
wm_thomas,W.M. Thomas,W.M. Thomas,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2679
ws_lawton,W.S. Lawton,W.S. Lawton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3284
william_henry_foote,W[illiam] H[enry] Foote,W[illiam] H[enry] Foote,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1878,3845"
waddle,Waddle,Waddle,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3309
waddy,Waddy,Waddy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3245
waddy_thompson,Waddy Thompson,Waddy Thompson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2371
waddy_williams,Waddy Williams,Waddy Williams,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1734
wade_hampton,Wade Hampton,Wade Hampton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1868
wade_hampton_jr,Wade Hampton Jr.,Wade Hampton Jr.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2582
wagener,Wagener,Wagener,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3186
wagner,Wagner,Wagner,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3384
waistcot,Waistcot,Waistcot,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2039
waldo,Waldo,Waldo,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2138
walker,Walker,Walker,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1830
walker__jane,Walker & Jane,Walker & Jane,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3222
wallace,Wallace,Wallace,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1950
wallace_thompson,Wallace Thompson,Wallace Thompson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2167
waller_r_lane,Waller R. Lane,Waller R. Lane,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2643
walter,Walter,Walter,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2930
ward,Ward,Ward,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3441
wardlaw,Wardlaw,Wardlaw,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2027
wardlaws,Wardlaws,Wardlaws,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1995
wares,Wares,Wares,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1638
warren_davis,Warren Davis,Warren Davis,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1958
washington,Washington,Washington,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1873
water_loo,Water Loo,Water Loo,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2520
waterloo,Waterloo,Waterloo,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1960
watson,Watson,Watson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2256
watsons,Watsons,Watsons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1685
watts,Watts,Watts,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1984
waverly_stairly,Waverly Stairly,Waverly Stairly,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3065
wear,Wear,Wear,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2746
webb,Webb,Webb,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2003
webster,Webster,Webster,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1749
weldon,Weldon,Weldon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1810
wellborn_perry,Wellborn Perry,Wellborn Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2766
wells,Wells,Wells,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2398
wes_cary,Wes Cary,Wes Cary,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2481
west,West,West,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3057
westfield,Westfield,Westfield,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2303
westmoreland,Westmoreland,Westmoreland,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2652
whaley,Whal[e]y,Whal[e]y,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3121,5171"
whaleys_resolutions,Whaleys Resolutions,Whaleys Resolutions,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2667
whayne,WHayne,WHayne,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3867
wheaton,Wheaton,Wheaton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3448
wheeler,Wheeler,Wheeler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3419
whigs,Whigs,Whigs,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1793
whitaker,Whitaker,Whitaker,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1931
white,White,White,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2661
whiteford_smith,Whiteford Smith,Whiteford Smith,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2436
whitemarsh_b_seabrook,Whitemarsh B. Seabrook,Whitemarsh B. Seabrook,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2165
whitmore,Whitmore,Whitmore,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3421
whitner,Whitner,Whitner,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1610
whitten,Whitten,Whitten,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2756
wigfall,Wigfall,Wigfall,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2294
wightman,Wightman,Wightman,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2509
wiley,Wiley,Wiley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1577
wiliam_john,Wiliam John,Wiliam John,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3182
wilie,Wilie,Wilie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1794
will,Will,Will,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1595
will_butler,Will Butler,Will Butler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2121
will_coxs,Will Coxs,Will Coxs,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2721
wille,Wille,Wille,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2139
william,William,William,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1594
william_a_williams,William A. Williams,William A. Williams,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2859
william_adolphus_mooney,William Adolphus] Mooney &,William Adolphus] Mooney &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2511,4513,4870"
william_aiken,William] Aiken,William] Aiken,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1674,4926"
william_alexander,William Alexander,William Alexander,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2858
william_b__b,William B & B,William B & B,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2230
william_boyce_governor,William Boyce Governor,William Boyce Governor,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3416
william_butler,William Butler,William Butler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2062
william_butlers,William Butlers,William Butlers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3350
william_c_preston,William C. Preston,William C. Preston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1679
william_calhoun,William Calhoun,William Calhoun,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2484
william_campbell,William Campbell,William Campbell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2467
william_dalrymple_johnson,William Dalrymple] Johnson,William Dalrymple] Johnson,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3195,5247"
william_dunlap,William Dunlap,William Dunlap,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1835
william_dunlap_simpson,William Dunlap] Simpson,William Dunlap] Simpson,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3281,5343"
william_easley,William Easl[e]y,William Easl[e]y,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2555,4561"
william_edward,William Edward],William Edward],,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2453,3395"
william_elliot,William Elliot,William Elliot,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2114
william_elliott,William Elliott,William Elliott,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3236
william_faber,William] Faber,William] Faber,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3506,5589"
william_ferguson,William Ferguson,William Ferguson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1675
william_ford,William Ford,William Ford,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2997
william_fuller,William Fuller,William Fuller,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2545
william_gilnore_simms,William Gilnore] Simms,William Gilnore] Simms,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3337,5407"
william_h_perry,William H. Perry,William H. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1223
william_h_thomas,William H.] Thomas,William H.] Thomas,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3460,5542"
william_hc_whiting,William H.C.] Whiting,William H.C.] Whiting,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3049,5093"
william_hayne,William Hayne,William Hayne,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3321
william_hayne_perry,William Hayne Perry,William Hayne Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 802
william_henry_millburns,William Henry] Millburns,William Henry] Millburns,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3290,5352"
william_henry_white,William Henry] White,William Henry] White,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2483
william_j_hardee,William J.] Hardee,William J.] Hardee,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1739,3700"
william_jacobs,William Jacobs,William Jacobs,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3213
william_john_grayson,William John] Grayson,William John] Grayson,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3341,5412"
william_johnson,William Johnson,William Johnson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2098
william_l_yancey,William L.] Yancey,William L.] Yancey,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2924,4954"
william_lawton,William Lawton,William Lawton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3354
william_lewis_sharkey,William Lewis] Sharkey,William Lewis] Sharkey,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1875,3842"
william_lyles,William Lyles,William Lyles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2919
william_martin,William Martin,William Martin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2452
william_mauldins,William Mauldins,William Mauldins,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2526
william_mccreight,William McCreight,William McCreight,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2489
william_mills,William Mills,William Mills,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1602
william_orlando,William O[rlando,William O[rlando,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2835,4857"
william_perry,William Perry,William Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 56
william_pierce_price,William Pierce] Price,William Pierce] Price,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3333,5402"
william_pinckney,William Pinckney,William Pinckney,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2895
william_r_taber,William R.] Taber,William R.] Taber,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1725,3685"
william_r_tabr,William R.] Tabr,William R.] Tabr,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2506,4508"
william_r,William R.],William R.],,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2403
william_rowland,William Rowland,William Rowland,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1824
william_s_archer,William S.] Archer,William S.] Archer,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1820,3785"
william_segar,William Segar,William Segar,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1752
william_sidney_mullins,William Sidney] Mullins,William Sidney] Mullins,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2490,4492"
william_smith,William Smith,William Smith,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3353
william_taylor,William Taylor,William Taylor,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2631
william_thompson,William Thompson,William Thompson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2768
william_wallace,William Wallace,William Wallace,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2604
william_williams,William Williams,William Williams,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3202
williams,Williams,Williams,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1575
williams_regiment,Williams Regiment,Williams Regiment,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2553
willie,Willie,Willie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1584
willie_what,Willie  What,Willie  What,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1944
willie__albert_rhetts,Willie & Albert Rhetts,Willie & Albert Rhetts,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5156
willie_beattey,Willie Beattey,Willie Beattey,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3467
willie_beattie,Willie Beattie,Willie Beattie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1923
willie_beatties,Willie Beatties,Willie Beatties,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2305
willie_butler,Willie Butler,Willie Butler,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2677
willie_gill_watson,Willie Gill Watson &,Willie Gill Watson &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3097,5146"
willie_long,Willie Long,Willie Long,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2911
willie_martin,Willie Martin,Willie Martin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2950
willie_perry,Willie Perry,Willie Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3203
willie_rhetts,Willie Rhetts,Willie Rhetts,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3106
willie_taylor,Willie Taylor,Willie Taylor,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2751
willington,Willington,Willington,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3227
willis,Willis,Willis,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2495
willy,Willy,Willy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2419
wilmington,Wilmington,Wilmington,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2674
wilson,Wilson,Wilson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1845
winsmith,Winsmith,Winsmith,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3449
winston,Winston,Winston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2564
winthrop,Winthrop,Winthrop,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2401
winthrops,Winthrops,Winthrops,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2249
withers,Withers,Withers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1935
witherspoon,Witherspoon,Witherspoon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2926
wolf,Wolf,Wolf,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2260
woodward,Woodward,Woodward,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1625
woodward_crowly,Woodward Crowly,Woodward Crowly,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2685
wright,Wright,Wright,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1985
wrights,Wrights,Wrights,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2144
wylie,Wylie,Wylie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2718
yancey,Yancey,Yancey,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1745
yanceys,Yanceys,Yanceys,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1942
yancy,Yancy,Yancy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1922
yeadon,Yeadon,Yeadon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1805
yeadons,Yeadons,Yeadons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2568
yeargin,Yeargin,Yeargin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2544
yhere,Yhere,Yhere,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3396
young,Young,Young,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2108
