canonical_key,full_name,display_name,birth_year,death_year,birth_place_id,death_place_id,race_code,gender,class_code,occupation,home_region_sc_code,enslaved_status,source_density_code,representation_depth_code,erasure_flag,erasure_reason_code,notes
john_smyth_richardson,John Smyth] Richardson,John Smyth] Richardson,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2134,4107"
john_t_hoffman,John T.] Hoffman,John T.] Hoffman,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2933,4963"
john_t_sloan,John T. Sloan,John T. Sloan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3383
john_van_buren,John Van Buren &,John Van Buren &,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2104
john_w,John W,John W,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2078
john_watson,John Watson,John Watson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2909
john_westfield,John Westfield,John Westfield,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2850
john_wickliffe_stokes,John Wickliffe] Stokes,John Wickliffe] Stokes,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2847,4871"
johnson,Johnson,Johnson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1649
johnsons,Johnsons,Johnsons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3268
johnston,Johnston,Johnston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2614
johnstone,Johnstone,Johnstone,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2536
johny,Johny,Johny,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2124
jones,Jones,Jones,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1799
jordan_pool,Jordan Pool,Jordan Pool,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2906
joseph,Joseph &,Joseph &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2805,4826"
joseph_daniel_pope,Joseph Daniel] Pope,Joseph Daniel] Pope,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2622,4632"
joseph_duncan,Joseph Duncan,Joseph Duncan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3018
joseph_h_bradley,Joseph H.] Bradl[e]y &,Joseph H.] Bradl[e]y &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3181,5232"
joseph_leconte,Joseph LeConte,Joseph LeConte,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3264
joseph_lecontes,Joseph LeContes,Joseph LeContes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3434
joseph_n_whitner,Joseph N.] Whitner,Joseph N.] Whitner,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2006,3977"
joseph_newton,Joseph Newton,Joseph Newton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1755
joseph_powell,Joseph Powell,Joseph Powell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3157
joseph_rodgers,Joseph Rodgers,Joseph Rodgers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1786
joseph_rogers,Joseph Rogers,Joseph Rogers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1555
joseph_woodward,Joseph] Woodward &,Joseph] Woodward &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1818,3783"
josephs,Josephs,Josephs,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1951
josiah,Josiah,Josiah,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1591
josiah_b_perry,Josiah B. Perry,Josiah B. Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2439
josiah_james_evans,Josiah James] Evans,Josiah James] Evans,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2772,4792"
judhe_w,Judhe W,Judhe W,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3318
judisiary,Judisiary,Judisiary,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3152
julia_a_hext,Julia A.] Hext,Julia A.] Hext,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1913,3881"
juror,Juror,Juror,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3454
justine_dunkin,Justine Dunkin,Justine Dunkin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2074
kay,Kay,Kay,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2617
keep,Keep,Keep,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1970
keith,Keith,Keith,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1598
keiths,Keiths,Keiths,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1593
keitt,Keitt,Keitt,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1843
kellys_ford,Kellys Ford,Kellys Ford,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1975
kemble,Kemble,Kemble,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2923
kennedy,Kennedy,Kennedy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1761
kershaw,Kershaw,Kershaw,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1867
kershaws_regiment,Kershaws Regiment,Kershaws Regiment,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2550
kilgore,Kilgore,Kilgore,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2683
kilgores,Kilgores,Kilgores,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2418
kinder_hook,Kinder Hook,Kinder Hook,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2102
king,King,King,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1893
kiss,Kiss,Kiss,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2648
kiss_anna,Kiss Anna,Kiss Anna,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5293
kiss_arthur,Kiss Arthur,Kiss Arthur,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2519
kiss_hext,Kiss Hext,Kiss Hext,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5236
knifeanna,knifeAnna,knifeAnna,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4804
kohls_russia,Kohls Russia,Kohls Russia,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2189
l,L,L,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3435
laborde,LaBorde,LaBorde,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2356,3022"
labordes,Labordes,Labordes,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2691,3004"
ladies,Ladies,Ladies,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2592
lady,Lady,Lady,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2492
lady_blessingtons_memoir,Lady Blessingtons Memoir,Lady Blessingtons Memoir,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3221
lamb,Lamb,Lamb,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2638
lane,Lane,Lane,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2482
lanneau,Lanneau,Lanneau,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2304
larkin,Larkin,Larkin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2446
latta,Latta,Latta,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2197
lattimore,Lattimore,Lattimore,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2581
laura,Laura,Laura,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1696
lauren_ch,Lauren C.H.,Lauren C.H.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5500
laurens,Laurens,Laurens,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1567
laurens_c_house,Laurens C. House,Laurens C. House,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4531
laurens_ch,Laurens C.H.,Laurens C.H.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1553
laurens_ch_went,Laurens C.H.  Went,Laurens C.H.  Went,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2146
laurensville_herald,Laurensville Herald,Laurensville Herald,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4475
law,Law,Law,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3132
lawrence,Lawrence,Lawrence,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 774
lawrence_m_keitt,Lawrence M.] Keitt,Lawrence M.] Keitt,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2337,4325"
lawton,Lawton,Lawton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2476
lawyer,Lawyer,Lawyer,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3103
le,Le,Le,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2444
leap,Leap,Leap,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5009
leary,Leary,Leary,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2031
leavy,Leavy,Leavy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3285
leconte,LeConte,LeConte,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1662
leconte_c_fannie,LeConte &c.  Fannie,LeConte &c.  Fannie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3402
lecontes,LeContes,LeContes,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2226,3362"
lecowleys_regiment,Lecowleys Regiment,Lecowleys Regiment,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3418
lectures,Lectures,Lectures,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4650
lee,Lee,Lee,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1596
legare,Legare,Legare,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2071
leitner,Leitner,Leitner,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2593
lesesne,Lesesne,Lesesne,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3247
letter_321,Letter 321,Letter 321,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3393
letter_402,Letter 402,Letter 402,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4337
letter_460,Letter 460,Letter 460,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3693
letter_479,Letter 479,Letter 479,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5524
letter_480,Letter 480,Letter 480,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5315
letter_664,Letter 664,Letter 664,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4115
letter_722,Letter 722,Letter 722,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5237
levy,Levy,Levy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2322
lewis,Lewis,Lewis,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2181
lewis_moonwent,Lewis Moonwent,Lewis Moonwent,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2497
lewis_r,Lewis R.,Lewis R.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1861
library,Library,Library,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2402
lida_mckay,Lida McKay,Lida McKay,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2722
lieber,Lieber,Lieber,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1846
liebers,Liebers,Liebers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1866
lieut,Lieut,Lieut,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2457
lieut_cols,Lieut Cols,Lieut Cols,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2561
lindsay,Lindsay,Lindsay,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2539
lindy,Lindy,Lindy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1698
lipscomb,Lipscomb,Lipscomb,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2383
lister,Lister,Lister,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2994
little_frank,Little Frank,Little Frank,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3134
liver,Liver,Liver,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5092
livingston,Livingston,Livingston,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2810
liz,Liz,Liz,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1554
lizie,Lizie,Lizie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3470
lizmy,Lizmy,Lizmy,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1635
lizzie,Lizzie,Lizzie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1713
lizzie_r_smith,Lizzie R. Smith,Lizzie R. Smith,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2709
lizzie_smith,Lizzie Smith,Lizzie Smith,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3098
long,Long,Long,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2635
longstreet,Longstreet,Longstreet,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2385
lord,Lord,Lord,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3379
louis_trezevant_wigfall,Louis Trezevant] Wigfall &,Louis Trezevant] Wigfall &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 3461,5543"
lowndes,Lowndes,Lowndes,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1650
ls,Ls,Ls,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4357
lula,Lula,Lula,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1723
lula_leconte,Lula LeConte,Lula LeConte,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2784
lunatic,Lunatic,Lunatic,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3228
lung_fever,Lung Fever,Lung Fever,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2890
luther,Luther,Luther,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2022
luther_mcbee,Luther McBee,Luther McBee,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1693
lynch,Lynch,Lynch,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3370
lynn_watsons,Lynn Watsons,Lynn Watsons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2706
m_governor,M.  Governor,M.  Governor,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1876,3843"
ma,Ma,Ma,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1573
maddox,Maddox,Maddox,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1568
maggie,Maggie,Maggie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1695
magrath,Magrath,Magrath,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1738
magrath_governor,Magrath Governor,Magrath Governor,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3432
mahaffey,Mahaffey,Mahaffey,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3115
mahon,Mahon,Mahon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2629
major_tj_wright,Major T.J. Wright,Major T.J. Wright,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 220
make_greenfield,Make Greenfield,Make Greenfield,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2969
make_reuben,Make Reuben,Make Reuben,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4924
manly,Manly,Manly,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3091
manning,Manning,Manning,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1708
mannings,Mannings,Mannings,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2064
manorah,Manorah,Manorah,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2660
marenick,Marenick,Marenick,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3282
maria,Maria,Maria,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1934
mario,Mario,Mario,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1936
markley,Markley,Markley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3127
markleys,Markleys,Markleys,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2460
marry_arnold,marry Arnold,marry Arnold,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3803
marry_boysno,marry boysno,marry boysno,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5041
marry_williams,marry Williams,marry Williams,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2723
marshall,Marshall,Marshall,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2560
martha,Martha,Martha,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3092
martha_calhoun,Martha Calhoun,Martha Calhoun,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2313
martin,Martin,Martin,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1611,3887"
martin_clerk,Martin Clerk &,Martin Clerk &,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 2224,4203"
martin_edwards,Martin Edwards,Martin Edwards,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3154
martin_seemed_kind,martin seemed kind &,martin seemed kind &,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5179
martinsburg,Martinsburg,Martinsburg,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2141
mary,Mary,Mary,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2143
mary_adams,Mary Adams,Mary Adams,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1920
mary_cleveland,Mary Cleveland,Mary Cleveland,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2247
mary_dillon,Mary Dillon,Mary Dillon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3409
mary_hardin,Mary Hardin,Mary Hardin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2946
mary_jones,Mary Jones,Mary Jones,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2848
mary_mauldin,Mary Mauldin,Mary Mauldin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2349
mary_mauldin_betty,Mary Mauldin Betty,Mary Mauldin Betty,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3492
mary_mauldin_betty__oscar,Mary Mauldin Betty & Oscar,Mary Mauldin Betty & Oscar,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5575
mary_mauldins,Mary Mauldins,Mary Mauldins,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3212
mary_mccall,Mary McCall,Mary McCall,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2085
mary_mclain,Mary McLain,Mary McLain,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2912
mas,Mas,Mas,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2498
mason,Mason,Mason,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2106
masons,Masons,Masons,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2105
master_frank_perry,Master Frank Perry,Master Frank Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 686
master_perry__miss_emily,Master Perry & Miss Emily,Master Perry & Miss Emily,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1544
mathew_williams,Mathew Williams,Mathew Williams,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3400
mattie,Mattie,Mattie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2072
mattison,Mattison,Mattison,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1790
mauldin,Mauldin,Mauldin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2210
maxwell,Maxwell,Maxwell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1777
may,May,May,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2010
maybin,Maybin,Maybin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2682
maybin_of_columbia,Maybin of Columbia,Maybin of Columbia,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4667
maybins,Maybins,Maybins,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2732
maybins_hotel,Maybins Hotel,Maybins Hotel,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 4525
mayrants,Mayrants,Mayrants,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2527
mays,Mays,Mays,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3083
mcbee,McBee,McBee,,,,,,,,,,,,,0,,"Imported from BFPerry people ids: 1851,2208"
mcbees,McBees,McBees,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2264
mccain,McCain,McCain,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3024
mccall,McCall,McCall,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1864
mccallenquired,McCallenquired,McCallenquired,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3989
mccalls,McCalls,McCalls,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1902
mccarter,McCarter,McCarter,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3484
mccauley,McCauley,McCauley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2742
mccay,McCay,McCay,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1848
mccays,McCays,McCays,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2485
mccays_address,McCays Address,McCays Address,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3342
mcclanahan,McClanahan,McClanahan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2109
mcclanahans,McClanahans,McClanahans,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3069
mcclellan,McClellan,McClellan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2326
mcclures,McClures,McClures,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3426
mcconley,McConley,McConley,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3496
mccord,McCord,McCord,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1829
mccordquite,McCordquite,McCordquite,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2838
mccrady,McCrady,McCrady,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3485
mccray,McCray,McCray,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2558
mccready,McCready,McCready,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2647
mccreadys,McCreadys,McCreadys,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1653
mccullough,McCullough,McCullough,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2737
mccully,McCully,McCully,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2259
mcdaniel,McDaniel,McDaniel,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2213
mcduffie,McDuffie,McDuffie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1626
mcduffies,McDuffies,McDuffies,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2474
mcelroys,McElroys,McElroys,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2958
mcfall,McFall,McFall,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2174
mcfarland,McFarland,McFarland,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2916
mcgowan,McGowan,McGowan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1710
mcgowen,McGowen,McGowen,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2976
mcgrath,McGrath,McGrath,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2696
mcjunkin,McJunkin,McJunkin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3471
mckay,McKay,McKay,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2307
mckewn,McKewn,McKewn,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3025
mckinney,McKinney,McKinney,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2633
mclaws,McLaws,McLaws,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1974
mcleod,McLeod,McLeod,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3487
mclure,McLure,McLure,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2681
mcmakin,McMakin,McMakin,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2149
mcmaster,McMaster,McMaster,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2759
mcpheters,McPheters,McPheters,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1724
mcqueen,McQueen,McQueen,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2843
mcqueens,McQueens,McQueens,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2760
mcwilliam,McWilliam,McWilliam,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2123
mcwillie,McWillie,McWillie,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2472
mdid,Mdid,Mdid,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3122
meade,Meade,Meade,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1952
meek,Meek,Meek,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2925
melton,Melton,Melton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3198
memminger,Memminger,Memminger,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2081
menninger,Menninger,Menninger,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3009
mer,Mer,Mer,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2865
merritt,Merritt,Merritt,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2173
mess,Mess,Mess,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2301
methodist,Methodist,Methodist,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3019
michael,Michael,Michael,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1813
middlekoff,Middlekoff,Middlekoff,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2705
middleton,Middleton,Middleton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1628
midss_gordon,Midss Gordon,Midss Gordon,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 5491
miles,Miles,Miles,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2537
miles_norton,Miles Norton,Miles Norton,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3158
military_ball,Military Ball,Military Ball,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3424
miller,Miller,Miller,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1645
millers,Millers,Millers,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2589
mills,Mills,Mills,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1717
minerva,Minerva,Minerva,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 1641
mis_graham,Mis Graham,Mis Graham,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3453
miss,Miss,Miss,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3310
miss_anna_perry,Miss Anna Perry,Miss Anna Perry,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 366
miss_b,Miss B.,Miss B.,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2670
miss_benson,Miss Benson,Miss Benson,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2954
miss_branch,Miss Branch,Miss Branch,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2744
miss_brenan,Miss Brenan,Miss Brenan,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2020
miss_caldwell,Miss Caldwell,Miss Caldwell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2949
miss_carroll,Miss Carroll,Miss Carroll,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 3056
miss_cox,Miss Cox,Miss Cox,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2370
miss_e_barnwell,Miss E. Barnwell,Miss E. Barnwell,,,,,,,,,,,,,0,,Imported from BFPerry people ids: 2849
