canonical_key,alias_name,source_id,notes
parker,Parker,,From BFPerry person_id=2115
parlor,Parlor,,From BFPerry person_id=2063
parlor_ball,parlor ball,,From BFPerry person_id=5286
pasley,Pasley,,From BFPerry person_id=2342
patrick,Patrick,,From BFPerry person_id=3431
patrick_cleburne,Patrick Cleburne,,From BFPerry person_id=3335
patrick_cleburne,Patrick] Cleburne,,From BFPerry person_id=5405
patrick_nelson_lynch,Patrick Nelson] Lynch,,From BFPerry person_id=3369
patriot,Patriot,,From BFPerry person_id=1655
patterson,Patterson,,From BFPerry person_id=1700
paul,Paul,,From BFPerry person_id=2832
paul_hayne,Paul Hayne,,From BFPerry person_id=2789
pauline,Pauline,,From BFPerry person_id=3445
pauline_ware,Pauline Ware,,From BFPerry person_id=3443
pearson,Pearson,,From BFPerry person_id=3457
pedee,Pedee,,From BFPerry person_id=1657
pedicaris,Pedicaris,,From BFPerry person_id=2747
pelham,Pelham,,From BFPerry person_id=2583
pendergrast,Pendergrast,,From BFPerry person_id=2910
pendleton,Pendleton,,From BFPerry person_id=2530
pengleton,Pengleton,,From BFPerry person_id=2816
perdicaris,Perdicaris,,From BFPerry person_id=2346
perdicariss,Perdicariss,,From BFPerry person_id=2748
peroneau,Peroneau,,From BFPerry person_id=2095
perrin,Perrin,,From BFPerry person_id=2005
perry,Perry,,From BFPerry person_id=1623
perry_duncan,Perry Duncan,,From BFPerry person_id=2169
perry_emory_duncan,Perry Emory Duncan,,From BFPerry person_id=2894
perry_emory_duncan,Perry Emory] Duncan,,From BFPerry person_id=4921
perry_emory,Perry Emory],,From BFPerry person_id=2244
perry_hats,Perry Hats,,From BFPerry person_id=3010
perry_leaphart,Perry Leaphart,,From BFPerry person_id=2936
perwho,Perwho,,From BFPerry person_id=2475
peter,Peter,,From BFPerry person_id=2900
peter_cauble,Peter Cauble,,From BFPerry person_id=2948
peter_caubles,Peter Caubles,,From BFPerry person_id=2616
peter_shand,Peter Shand,,From BFPerry person_id=3128
peter_shand,Peter] Shand,,From BFPerry person_id=5180
peter_stokes,Peter Stokes,,From BFPerry person_id=2788
peter_stokes,Peter] Stokes,,From BFPerry person_id=4809
petersburgh,Petersburgh,,From BFPerry person_id=1811
petigru,Petigru,,From BFPerry person_id=1677
petigrus,Petigrus,,From BFPerry person_id=2207
petigruvery,Petigruvery,,From BFPerry person_id=5141
petrus,Petrus,,From BFPerry person_id=2281
pettigru,Pettigru,,From BFPerry person_id=2535
pettit,Pettit,,From BFPerry person_id=3293
pettits,Pettits,,From BFPerry person_id=1932
philip,Philip,,From BFPerry person_id=2741
philips,Philips,,From BFPerry person_id=3113
philson,Philson,,From BFPerry person_id=3408
piano,Piano,,From BFPerry person_id=3365
pickens,Pickens,,From BFPerry person_id=1614
pickens_butler,Pickens Butler,,From BFPerry person_id=1694
pickens_c,Pickens C,,From BFPerry person_id=2690
pickens_ch,Pickens C.H.,,From BFPerry person_id=1587
pickens_resolutions,Pickens Resolutions,,From BFPerry person_id=4994
pierce,Pierce,,From BFPerry person_id=2405
pierce_williamson,Pierce Williamson,,From BFPerry person_id=2086
pinckney,Pinckney,,From BFPerry person_id=2241
pinckney_butler,Pinckney Butler,,From BFPerry person_id=1718
pinckney_dill,Pinckney Dill,,From BFPerry person_id=2093
pinckneys_sermon,Pinckneys Sermon,,From BFPerry person_id=3200
pinkney,Pinkney,,From BFPerry person_id=2901
pirce,Pirce,,From BFPerry person_id=2348
pleasant_jenkins,Pleasant Jenkins,,From BFPerry person_id=2153
poem,Poem,,From BFPerry person_id=4615
poinsett,Poinsett,,From BFPerry person_id=1631
poinsett_wells,Poinsett Wells,,From BFPerry person_id=4868
poinsetts,Poinsetts,,From BFPerry person_id=1632
polk,Polk,,From BFPerry person_id=1742
polk_mauldin,Polk Mauldin,,From BFPerry person_id=1988
polks,Polks,,From BFPerry person_id=3016
pools,Pools,,From BFPerry person_id=2790
poor_brown,Poor Brown,,From BFPerry person_id=1855
poor_dean,Poor Dean,,From BFPerry person_id=3382
poor_mauldin,Poor Mauldin,,From BFPerry person_id=2610
poor_wheaton,Poor Wheaton,,From BFPerry person_id=2037
pope,Pope,,From BFPerry person_id=2296
porcher,Porcher,,From BFPerry person_id=2809
porchers,Porchers,,From BFPerry person_id=3026
port_hudson,Port Hudson,,From BFPerry person_id=3241
porter,Porter,,From BFPerry person_id=2684
porter_of_alabama,Porter of Alabama,,From BFPerry person_id=2979
potter,Potter,,From BFPerry person_id=3440
powe,Powe,,From BFPerry person_id=2962
powell,Powell,,From BFPerry person_id=2178
powell_mccray,Powell McCray,,From BFPerry person_id=2011
power,Power,,From BFPerry person_id=1765
preacher,Preacher,,From BFPerry person_id=1869
preacher_arnold,Preacher Arnold,,From BFPerry person_id=3077
president_pierce,President Pierce,,From BFPerry person_id=466
presley,Presley,,From BFPerry person_id=3197
preston,Preston,,From BFPerry person_id=1715
preston_brooks,Preston Brooks,,From BFPerry person_id=1919
prestons_portico,Prestons Portico,,From BFPerry person_id=3301
pride,Pride,,From BFPerry person_id=1996
prince,Prince,,From BFPerry person_id=2905
pringle,Pringle,,From BFPerry person_id=2048
prior,Prior,,From BFPerry person_id=1999
probono_miloner,Probono Miloner,,From BFPerry person_id=3076
professors,Professors,,From BFPerry person_id=2586
pure,Pure,,From BFPerry person_id=4976
pursue,Pursue,,From BFPerry person_id=2590
queen_victorias,Queen Victorias,,From BFPerry person_id=3300
quitman,Quitman,,From BFPerry person_id=3178
quitman_keitt,Quitman Keitt,,From BFPerry person_id=3280
quitman_keitt__bonham,Quitman Keitt & Bonham,,From BFPerry person_id=5342
r_maxwell,R. Maxwell,,From BFPerry person_id=1779
raffle,Raffle,,From BFPerry person_id=5323
rail_road,Rail Road,,From BFPerry person_id=4721
ramon_pearson,Ramon Pearson,,From BFPerry person_id=2825
ramsay,Ramsay,,From BFPerry person_id=2989
randal,Randal,,From BFPerry person_id=2445
randal_croft,Randal Croft,,From BFPerry person_id=3476
randal_hunt,Randal Hunt,,From BFPerry person_id=1874
randall_croft,Randall Croft,,From BFPerry person_id=3124
randall_hunt,Randall Hunt,,From BFPerry person_id=1886
rang_a,rang a,,From BFPerry person_id=4973
ransom_calhoun,Ransom Calhoun,,From BFPerry person_id=2956
ray,Ray,,From BFPerry person_id=3504
raymond,Raymond,,From BFPerry person_id=2069
read,Read,,From BFPerry person_id=3466
redfield,Redfield,,From BFPerry person_id=2234
redwood,Redwood,,From BFPerry person_id=2841
reed,Reed,,From BFPerry person_id=2060
reese,Reese,,From BFPerry person_id=2992
reid,Reid,,From BFPerry person_id=2428
resolutions,Resolutions,,From BFPerry person_id=1890
reuben,Reuben,,From BFPerry person_id=2047
reuben_to_columbia,Reuben to Columbia &,,From BFPerry person_id=3394
reverdy_johnson,Reverdy Johnson,,From BFPerry person_id=3464
reynolds,Reynolds,,From BFPerry person_id=1809
rhett,Rhett,,From BFPerry person_id=2082
rhetts,Rhetts,,From BFPerry person_id=2468
rhetts_bill,Rhetts Bill,,From BFPerry person_id=2845
rice,Rice,,From BFPerry person_id=2613
richard,Richard,,From BFPerry person_id=2161
richard_detreville,Richard DeTreville,,From BFPerry person_id=2896
richard_detreville,Richard] DeTreville,,From BFPerry person_id=4923
richard_f_simpson,Richard F. Simpson,,From BFPerry person_id=1815
richard_f_simpson,Richard F.] Simpson,,From BFPerry person_id=3780
richard_freeman,Richard Freeman,,From BFPerry person_id=2043
richard_harrison,Richard Harrison,,From BFPerry person_id=2964
richard_singleton,Richard Singleton,,From BFPerry person_id=3087
richard_stobo,Richard Stobo,,From BFPerry person_id=1896
richard_stone,Richard Stone,,From BFPerry person_id=1716
richard_t,Richard T.,,From BFPerry person_id=3508
richard_t,Richard T.],,From BFPerry person_id=2021
richardson,Richardson,,From BFPerry person_id=1580
richmondthat,Richmondthat,,From BFPerry person_id=3223
rions,Rions,,From BFPerry person_id=2554
roach,Roach,,From BFPerry person_id=2966
roache,Roache,,From BFPerry person_id=2465
roachs,Roachs,,From BFPerry person_id=3249
robber,Robber,,From BFPerry person_id=2922
robe,Robe,,From BFPerry person_id=2572
robert,Robert,,From BFPerry person_id=2871
robert_barnwell,Robert Barnwell,,From BFPerry person_id=2437
robert_barnwell,Robert Barnwell &,,From BFPerry person_id=5067
robert_bentham,Robert Bentham,,From BFPerry person_id=3417
robert_brown_elliott,Robert Brown Elliott,,From BFPerry person_id=2824
robert_brown_elliott,Robert Brown] Elliott,,From BFPerry person_id=4846
robert_cunningham,Robert Cunningham,,From BFPerry person_id=3459
robert_dav,Robert Dav,,From BFPerry person_id=2240
robert_duncan,Robert Duncan,,From BFPerry person_id=2777
robert_foster,Robert Foster,,From BFPerry person_id=1853
robert_francis_withers,Robert Francis Withers,,From BFPerry person_id=2399
robert_goodloe_harper,Robert Goodloe Harper,,From BFPerry person_id=3351
robert_harris,Robert Harris,,From BFPerry person_id=2990
robert_maxwell,Robert Maxwell,,From BFPerry person_id=2646
robert_mckay,Robert McKay,,From BFPerry person_id=1687
robert_pool,Robert Pool,,From BFPerry person_id=2769
robert_thurston,Robert Thurston,,From BFPerry person_id=3289
robert_wilson,Robert Wilson,,From BFPerry person_id=2286
roberts,Roberts,,From BFPerry person_id=2688
robinson,Robinson,,From BFPerry person_id=1915
robinsons,Robinsons,,From BFPerry person_id=3261
robt,Robt,,From BFPerry person_id=2867
robt_mckay,Robt McKay,,From BFPerry person_id=2700
rodgers,Rodgers,,From BFPerry person_id=1605
rom,Rom,,From BFPerry person_id=2811
roper,Roper,,From BFPerry person_id=2007
rowland,Rowland,,From BFPerry person_id=1822
rowlands,Rowlands,,From BFPerry person_id=1756
rufus_johnston,Rufus Johnston,,From BFPerry person_id=3265
runnion,Runnion,,From BFPerry person_id=3465
russell_middleton,Russel[l] Middleton,,From BFPerry person_id=4438
russell_middleton,Russell Middleton,,From BFPerry person_id=2440
rutherford,Rutherford,,From BFPerry person_id=2265
s,S.,,From BFPerry person_id=3841
sa_marenick,S.A. Marenick,,From BFPerry person_id=2242
so_goodlett,S.O. Goodlett,,From BFPerry person_id=3425
said,Said,,From BFPerry person_id=1620
said_col,Said Col,,From BFPerry person_id=1773
said_mcbees,Said McBees,,From BFPerry person_id=4246
salie,Salie,,From BFPerry person_id=3398
sallie,Sallie,,From BFPerry person_id=3110
sallie_cleveland,Sallie Cleveland,,From BFPerry person_id=1924
sallie_martin,Sallie Martin,,From BFPerry person_id=1880
sally,Sally,,From BFPerry person_id=3063
sally_cleveland,Sally Cleveland,,From BFPerry person_id=2025
sally_crook,Sally Crook,,From BFPerry person_id=2239
sally_taylor,Sally Taylor,,From BFPerry person_id=3205
sally_thompson,Sally Thompson,,From BFPerry person_id=1912
salt,Salt,,From BFPerry person_id=3509
saluda,Saluda,,From BFPerry person_id=1559
sam,Sam,,From BFPerry person_id=2111
sam_earle,Sam Earle,,From BFPerry person_id=2414
sam_earle,Sam Earle &,,From BFPerry person_id=2463
sam_jones,Sam Jones,,From BFPerry person_id=3502
sam_mauldin,Sam Mauldin,,From BFPerry person_id=2407
sam_mcclanahan,Sam McClanahan,,From BFPerry person_id=2110
sam_townes,Sam Townes,,From BFPerry person_id=2844
sam_townes__frank_townes,Sam Townes & Frank Townes,,From BFPerry person_id=2410
sams,Sams,,From BFPerry person_id=3462
samuel_earle,Samuel Earle,,From BFPerry person_id=2898
samuel_henry_dickson,Samuel Henry Dickson,,From BFPerry person_id=1892
samuel_henry_dickson,Samuel Henry] Dickson,,From BFPerry person_id=3860
samuel_hoar,Samuel Hoar,,From BFPerry person_id=2412
samuel_hoar,Samuel] Hoar,,From BFPerry person_id=4409
samuel_mcgowan,Samuel McGowan,,From BFPerry person_id=1676
samuel_mcgowan,Samuel] McGowan,,From BFPerry person_id=3636
samuel_rogers,Samuel Rogers,,From BFPerry person_id=2355
samuel_rogers,Samuel] Rogers,,From BFPerry person_id=4348
samuel_mcailey,Samuel] McAiley,,From BFPerry person_id=1682
sans_souci,Sans Souci,,From BFPerry person_id=2600
sarah,Sarah,,From BFPerry person_id=2952
sass,Sass,,From BFPerry person_id=2669
satterfield,Satterfield,,From BFPerry person_id=2171
savannah,Savannah,,From BFPerry person_id=3397
savannah_rail_road,Savannah Rail Road,,From BFPerry person_id=5497
saw_willie,Saw Willie,,From BFPerry person_id=1703
sawcrittenden,sawCrittenden,,From BFPerry person_id=5294
schoolcraft,Schoolcraft,,From BFPerry person_id=2808
scott,Scott,,From BFPerry person_id=2503
scurry,Scurry,,From BFPerry person_id=2233
seabrook,Seabrook,,From BFPerry person_id=2424
seager,Seager,,From BFPerry person_id=1918
sedgwick,Sedgwick,,From BFPerry person_id=3447
seller,Seller,,From BFPerry person_id=3131
send_elford,Send Elford,,From BFPerry person_id=1719
sermon,Sermon,,From BFPerry person_id=4144
settle,Settle,,From BFPerry person_id=2462
shall,Shall,,From BFPerry person_id=1702
shand,Shand,,From BFPerry person_id=2357
sharkey,Sharkey,,From BFPerry person_id=1877
sharp,Sharp,,From BFPerry person_id=2001
sharpe,Sharpe,,From BFPerry person_id=1616
sharpes,Sharpes,,From BFPerry person_id=3322
sharps,Sharps,,From BFPerry person_id=3155
shawls,Shawls,,From BFPerry person_id=3082
sherman,Sherman,,From BFPerry person_id=1740
sherrod,Sherrod,,From BFPerry person_id=1791
sherry,Sherry,,From BFPerry person_id=2860
shew,Shew,,From BFPerry person_id=2386
shields,Shields,,From BFPerry person_id=1796
shipp,Shipp,,From BFPerry person_id=2624
shubrick,Shubrick,,From BFPerry person_id=1618
shubricks,Shubricks,,From BFPerry person_id=2015
sickles,Sickles,,From BFPerry person_id=3376
siegling,Siegling,,From BFPerry person_id=3385
sill,Sill,,From BFPerry person_id=3160
silliman,Silliman,,From BFPerry person_id=2016
simmons,Simmons,,From BFPerry person_id=2099
simms,Simms,,From BFPerry person_id=1825
simms_greenville_story,Simms Greenville Story,,From BFPerry person_id=4326
simms_history,Simms History,,From BFPerry person_id=4354
simon_turner,Simon Turner,,From BFPerry person_id=2785
simons,Simons,,From BFPerry person_id=2887
simonton,Simonton,,From BFPerry person_id=2814
simpkins,Simpkins,,From BFPerry person_id=2907
simpson,Simpson,,From BFPerry person_id=1747
sims,Sims,,From BFPerry person_id=2501
singleton,Singleton,,From BFPerry person_id=1910
sitton,Sitton,,From BFPerry person_id=2186
skinner,Skinner,,From BFPerry person_id=2689
skylark,Skylark,,From BFPerry person_id=1757
sloan,Sloan,,From BFPerry person_id=2002
sloan_duncan,Sloan Duncan,,From BFPerry person_id=2352
sloane,Sloane,,From BFPerry person_id=3315
smith,Smith,,From BFPerry person_id=1607
smiths,Smiths,,From BFPerry person_id=2615
snyder,Snyder,,From BFPerry person_id=2601
soi,Soi,,From BFPerry person_id=2312
soule,Soule,,From BFPerry person_id=3104
spain,Spain,,From BFPerry person_id=2908
spann,Spann,,From BFPerry person_id=1957
sparkes,Sparkes,,From BFPerry person_id=1842
sparks,Sparks,,From BFPerry person_id=1844
spartan_d_goodlett,Spartan D. Goodlett,,From BFPerry person_id=3153
spartan_d_goodletts,Spartan D. Goodletts,,From BFPerry person_id=2702
spartan_goodlett,Spartan Goodlett,,From BFPerry person_id=2238
spartanburgh_ch,Spartanburgh C.H.,,From BFPerry person_id=4665
spears,Spears,,From BFPerry person_id=1754
speers,Speers,,From BFPerry person_id=2126
speights,Speights,,From BFPerry person_id=2712
spencer,Spencer,,From BFPerry person_id=2761
spratt,Spratt,,From BFPerry person_id=2084
spratt__ingersoll,Spratt & Ingersoll,,From BFPerry person_id=4970
spriggs,Spriggs,,From BFPerry person_id=2420
springs,Springs,,From BFPerry person_id=2817
springswife,Springswife,,From BFPerry person_id=2396
stacey,Stacey,,From BFPerry person_id=2612
stacy,Stacy,,From BFPerry person_id=2623
stacy__shipp,Stacy & Ship[p,,From BFPerry person_id=4633
stairley,Stairley,,From BFPerry person_id=2435
stairly,Stairly,,From BFPerry person_id=3143
stark,Stark,,From BFPerry person_id=2055
statesburgh,Statesburgh,,From BFPerry person_id=3251
ste,Ste,,From BFPerry person_id=2155
steeles,Steeles,,From BFPerry person_id=3270
stephen_decatur,Stephen Decatur,,From BFPerry person_id=2839
stephen_decatur,Stephen] Decatur,,From BFPerry person_id=4861
stephen_elliott,Stephen Elliott,,From BFPerry person_id=2066
stephens,Stephens,,From BFPerry person_id=2846
stewart,Stewart,,From BFPerry person_id=3389
sto,Sto,,From BFPerry person_id=1651
stockton,Stockton,,From BFPerry person_id=2799
stokes,Stokes,,From BFPerry person_id=1967
stokes_beattie,Stokes Beattie,,From BFPerry person_id=2548
stoneman,Stoneman,,From BFPerry person_id=1976
strawberry_pies,strawberry pies,,From BFPerry person_id=2253
stroud,Stroud,,From BFPerry person_id=1849
stuart,Stuart,,From BFPerry person_id=1597
suber,Suber,,From BFPerry person_id=2644
sudd,Sudd,,From BFPerry person_id=2518
suddith,Suddith,,From BFPerry person_id=3499
sue_hoke,Sue Hoke,,From BFPerry person_id=2585
sullivan,Sullivan,,From BFPerry person_id=1946
sullys_gallery,Sullys Gallery,,From BFPerry person_id=2199
summer,Summer,,From BFPerry person_id=3232
sumter,Sumter,,From BFPerry person_id=2400
sundaystopped,Sundaystopped,,From BFPerry person_id=3339
susan,Susan,,From BFPerry person_id=1639
susan__ann,Susan & Ann,,From BFPerry person_id=5260
susan__anna,Susan & Anna,,From BFPerry person_id=4336
susan__anne,Susan & Anne,,From BFPerry person_id=2514
susan_7_anne,Susan 7 Anne,,From BFPerry person_id=4777
susan_b_mccoll,Susan B. McColl,,From BFPerry person_id=2578
susan_hayne,Susan Hayne,,From BFPerry person_id=2794
susan_hoke,Susan Hoke,,From BFPerry person_id=2395
susan_hokes,Susan Hokes,,From BFPerry person_id=2541
susan_perry,Susan Perry,,From BFPerry person_id=3000
suzanne_mandeville_sparks,Suzanne Mandeville Sparks,,From BFPerry person_id=1841
suzanne_mandeville_sparks,Suzanne Mandeville] Sparks,,From BFPerry person_id=3807
swain,Swain,,From BFPerry person_id=3451
swains,Swains,,From BFPerry person_id=3190
swandale,Swandale,,From BFPerry person_id=3364
swap,Swap,,From BFPerry person_id=3399
symmes,Symmes,,From BFPerry person_id=2273
t_croft,T. Croft,,From BFPerry person_id=3038
t_edwin_ware,T. Edwin Ware,,From BFPerry person_id=2828
tb_cou,T.B. Cou,,From BFPerry person_id=3224
tj_wright,T.J. Wright,,From BFPerry person_id=1778
tp_butler,T.P. Butler,,From BFPerry person_id=3328
taber,Taber,,From BFPerry person_id=2041
taggert,Taggert,,From BFPerry person_id=2194
tailor,Tailor,,From BFPerry person_id=3145
talley,Talley,,From BFPerry person_id=2382
talula,Talula,,From BFPerry person_id=3477
tandy_walker,Tandy Walker,,From BFPerry person_id=1613
taylor,Taylor,,From BFPerry person_id=1564
teague,Teague,,From BFPerry person_id=1961
teagues,Teagues,,From BFPerry person_id=3407
tell,Tell,,From BFPerry person_id=1758
tell_alfred,Tell Alfred,,From BFPerry person_id=3151
tell_amma,Tell Amma,,From BFPerry person_id=4322
tell_anna,Tell Anna,,From BFPerry person_id=2201
tell_anne,Tell Anne,,From BFPerry person_id=4167
tell_ben,Tell Ben,,From BFPerry person_id=3027
tell_bill_fisher,Tell Bill Fisher,,From BFPerry person_id=5386
tell_edward,Tell Edward,,From BFPerry person_id=4145
tell_elford,Tell Elford,,From BFPerry person_id=2899
tell_f,Tell F,,From BFPerry person_id=5155
tell_fannie,Tell Fannie,,From BFPerry person_id=1714
tell_fanny,Tell Fanny,,From BFPerry person_id=2886
tell_frank,Tell Frank,,From BFPerry person_id=3185
tell_grandma,Tell Grandma,,From BFPerry person_id=2985
tell_hayne,Tell Hayne,,From BFPerry person_id=4969
tell_hext,Tell Hext,,From BFPerry person_id=2822
tell_jim,Tell Jim,,From BFPerry person_id=1581
tell_john,Tell John,,From BFPerry person_id=2461
tell_ma,Tell Ma,,From BFPerry person_id=4568
tell_reuben,Tell Reuben,,From BFPerry person_id=4018
tell_rueben,Tell Rueben,,From BFPerry person_id=3410
tell_susan,Tell Susan,,From BFPerry person_id=2023
tell_vardry,Tell Vardry,,From BFPerry person_id=3165
tell_wilie,Tell Wilie,,From BFPerry person_id=5114
tell_will,Tell Will,,From BFPerry person_id=4178
tell_wille,Tell Wille,,From BFPerry person_id=4113
tell_william,Tell William,,From BFPerry person_id=2127
tell_willie,Tell Willie,,From BFPerry person_id=1981
tell_willy,Tell Willy,,From BFPerry person_id=4416
telula,Telula,,From BFPerry person_id=3040
tench_carson,Tench Carson,,From BFPerry person_id=2112
tench_corson,Tench Corson,,From BFPerry person_id=3167
tench_cox,Tench Cox,,From BFPerry person_id=2392
tench_pool,Tench Pool,,From BFPerry person_id=1803
tent,Tent,,From BFPerry person_id=3058
terry,Terry,,From BFPerry person_id=2320
terry_edwards,Terry Edwards,,From BFPerry person_id=2819
thackeray,Thackeray,,From BFPerry person_id=2800
thancroft,thanCroft,,From BFPerry person_id=2248
the_boy_henry,The Boy Henry,,From BFPerry person_id=2608
the_davis_guards,the Davis Guards,,From BFPerry person_id=2680
the_ladies_of_petersburg,the Ladies of Petersburg,,From BFPerry person_id=3066
theis,Theis,,From BFPerry person_id=2195
theodore_croft,Theodore Croft,,From BFPerry person_id=2792
theodore_dehon,Theodore Dehon,,From BFPerry person_id=2096
theodore_gourdine,Theodore Gourdine,,From BFPerry person_id=3168
theodore_stark_esq,Theodore Stark Esq,,From BFPerry person_id=2054
theyou,Theyou,,From BFPerry person_id=3150
thomas_a_hendricks,Thomas A. Hendricks,,From BFPerry person_id=2932
thomas_a_hendricks,Thomas A.] Hendricks,,From BFPerry person_id=4962
thomas_butler,Thomas Butler,,From BFPerry person_id=1823
thomas_case,Thomas Case,,From BFPerry person_id=3500
thomas_dawkins,Thomas Dawkins,,From BFPerry person_id=2753
thomas_dawkins,Thomas] Dawkins,,From BFPerry person_id=4771
thomas_e_ware,Thomas E.] Ware,,From BFPerry person_id=2136
thomas_edwin_ware,Thomas Edwin Ware,,From BFPerry person_id=3032
thomas_edwin_ware,Thomas Edwin] Ware,,From BFPerry person_id=5073
thomas_edwin_wares,Thomas Edwin Wares,,From BFPerry person_id=3173
thomas_edwin_wares,Thomas Edwin] Wares,,From BFPerry person_id=5225
thomas_gowen,Thomas Gowen,,From BFPerry person_id=2775
thomas_jefferson,Thomas Jefferson,,From BFPerry person_id=3405
thomas_jefferson_withers,Thomas Jefferson Withers,,From BFPerry person_id=3085
thomas_nuckolls_dawkins,Thomas Nuckolls Dawkins,,From BFPerry person_id=2762
thomas_nuckolls_dawkins,Thomas Nuckolls] Dawkins,,From BFPerry person_id=4782
thomas_roberts,Thomas Roberts,,From BFPerry person_id=3184
thomas_thurston,Thomas Thurston,,From BFPerry person_id=2642
thomas_worth_glover,Thomas Worth Glover,,From BFPerry person_id=2505
thomas_worth_glover,Thomas Worth] Glover,,From BFPerry person_id=4507
thompson,Thompson,,From BFPerry person_id=1617
thompson_earle,Thompson Earle,,From BFPerry person_id=1986
thompsons,Thompsons,,From BFPerry person_id=3207
thompsonyoung,ThompsonYoung,,From BFPerry person_id=3161
thomson,Thomson,,From BFPerry person_id=2057
thornwell,Thornwell,,From BFPerry person_id=1690
thos_crayton,Thos Crayton,,From BFPerry person_id=2868
thos_jones,Thos Jones,,From BFPerry person_id=2148
thos_p_butler,Thos P. Butler,,From BFPerry person_id=2884
thos_pickens,Thos Pickens,,From BFPerry person_id=2972
throat,Throat,,From BFPerry person_id=5010
thurston,Thurston,,From BFPerry person_id=2664
tiddiman,Tiddiman,,From BFPerry person_id=3148
tilden,Tilden,,From BFPerry person_id=2821
tim,Tim,,From BFPerry person_id=2100
titles,Titles,,From BFPerry person_id=2634
tom,Tom,,From BFPerry person_id=2315
tom_adams,Tom Adams,,From BFPerry person_id=2309
tom_beattie,Tom Beattie,,From BFPerry person_id=3346
tom_butler,Tom Butler,,From BFPerry person_id=1964
tom_butler__erwin_jones,Tom Butler & Erwin Jones,,From BFPerry person_id=5013
tom_butler__rowland,Tom Butler & Rowland,,From BFPerry person_id=2334
tom_butlers,Tom Butlers,,From BFPerry person_id=3135
tom_earle,Tom Earle,,From BFPerry person_id=3345
tom_janes,Tom Janes,,From BFPerry person_id=2829
tom_jones,Tom Jones,,From BFPerry person_id=2448
tom_long,Tom Long,,From BFPerry person_id=3343
tom_mcl,Tom McL,,From BFPerry person_id=2947
tom_pickens,Tom Pickens,,From BFPerry person_id=3231
tom_poe,Tom Poe,,From BFPerry person_id=2314
tom_t,Tom T,,From BFPerry person_id=2813
tom_t,Tom T &,,From BFPerry person_id=4834
tom_thompson,Tom Thompson,,From BFPerry person_id=3387
tom_thompson,Tom Thompson &,,From BFPerry person_id=3014
tom_thumb,Tom Thumb,,From BFPerry person_id=2206
tom_thurston,Tom Thurston,,From BFPerry person_id=3015
tomlinson,Tomlinson,,From BFPerry person_id=2319
tommy_arthur,Tommy Arthur,,From BFPerry person_id=1643
tompson,Tompson,,From BFPerry person_id=1592
townsend,Townsend,,From BFPerry person_id=3298
towson,Towson,,From BFPerry person_id=1939
trappier,Trappier,,From BFPerry person_id=2714
tre,Tre,,From BFPerry person_id=1692
treasurer,Treasurer,,From BFPerry person_id=2415
trenholm,Trenholm,,From BFPerry person_id=2223
trescot,Trescot,,From BFPerry person_id=2225
trescott,Trescott,,From BFPerry person_id=1701
tresevant,Tresevant,,From BFPerry person_id=2852
trimmier,Trimmier,,From BFPerry person_id=2359
trimmiers,Trimmiers,,From BFPerry person_id=2704
trott,Trott,,From BFPerry person_id=1764
trotter,Trotter,,From BFPerry person_id=1860
trustees,Trustees,,From BFPerry person_id=1826
trustees_of,Trustees of,,From BFPerry person_id=3791
tu,Tu,,From BFPerry person_id=3031
tues,Tues,,From BFPerry person_id=3849
tugaloo,Tugaloo,,From BFPerry person_id=2770
tully_bolling,Tully Bolling,,From BFPerry person_id=2434
tulula,Tulula,,From BFPerry person_id=3006
tupper,Tupper,,From BFPerry person_id=2388
turnbull,Turnbull,,From BFPerry person_id=3401
turner,Turner,,From BFPerry person_id=1900
tuttle,Tuttle,,From BFPerry person_id=3257
tutwiler,Tutwiler,,From BFPerry person_id=2499
underwood,Underwood,,From BFPerry person_id=2157
van_buren,Van Buren,,From BFPerry person_id=2103
van_wyck,Van Wyck,,From BFPerry person_id=3194
vance__isaac_bryan,Vance & Isaac Bryan,,From BFPerry person_id=4729
vance_bryan,Vance Bryan,,From BFPerry person_id=2710
vardry,Vardry,,From BFPerry person_id=1802
verdier,Verdier,,From BFPerry person_id=2449
vernon,Vernon,,From BFPerry person_id=2246
vest,Vest,,From BFPerry person_id=2270
villepigue,Villepigue,,From BFPerry person_id=2163
virgil,Virgil,,From BFPerry person_id=2632
volunteer,Volunteer,,From BFPerry person_id=3075
w,W,,From BFPerry person_id=4239
w_hayne,W  Hayne,,From BFPerry person_id=3831
w_hayne,W.  Hayne,,From BFPerry person_id=1865
w_hayne,W. Hayne,,From BFPerry person_id=1899
w_gilmore_simms,W. Gilmore Simms,,From BFPerry person_id=2531
w_h_perry,W. H. Perry,,From BFPerry person_id=1549
w_lee,W. Lee,,From BFPerry person_id=1588
w_thompson,W. Thompson,,From BFPerry person_id=3204
wa_mcdaniel,W.A. McDaniel,,From BFPerry person_id=2699
wc_preston,W.C. Preston,,From BFPerry person_id=2533
wh_perry,W.H. Perry,,From BFPerry person_id=856
whm_perry,W.H.M. Perry,,From BFPerry person_id=176
wm_thomas,W.M. Thomas,,From BFPerry person_id=2679
ws_lawton,W.S. Lawton,,From BFPerry person_id=3284
william_henry_foote,W[illiam Henry Foote,,From BFPerry person_id=1878
william_henry_foote,W[illiam] H[enry] Foote,,From BFPerry person_id=3845
waddle,Waddle,,From BFPerry person_id=3309
waddy,Waddy,,From BFPerry person_id=3245
